"file" "vnum" "enum" "density" "alpha" "xmin" "KS.stat" "KS.p" "proportion" "l" "cc" "assortativity" "egn_value" "db_p" "dc_p" "de_p" "db_k" "dc_k" "de_k" "db_s" "dc_s" "de_s" "rho"
"1" "9.18/social/cond-mat-1999.gml" 16726 47594 0.00034027025225176 3.57895230612898 16 0.0272052866684735 0.434621146825803 0.0612220495037666 6.62759700492643 0.359589674568878 0.184637988036736 24.982232641085 0.71953419498481 0.256441690543211 -0.527449328667636 0.563040193979361 0.496990506899853 -0.461922253390895 0.683477228505961 0.64996093297422 -0.62237235843075 0.282675904084978
"2" "9.18/social/cond-mat-2003.gml" 31163 120029 0.00024720178399165 3.61978908582217 33 0.0245571832369313 0.630387055466773 0.0297789044700446 5.76667315129265 0.280801481898685 0.178213789799081 40.309734225167 0.750982771960615 0.19599535375166 -0.632693097195084 0.577731602937516 0.54356935270483 -0.504192744502468 0.708698163517205 0.707411361345832 -0.674442140301341 0.282527526682162
"3" "9.18/social/cond-mat-2005.gml" 40421 175692 0.000215069398049164 3.68612338774711 49 0.0239305456883077 0.791174342609202 0.0182825758887707 5.49933927230015 0.245003697124797 0.186326849052306 51.2856552047133 0.756808363952213 0.173662637059477 -0.663025729860955 0.589145597791379 0.557795283827294 -0.514113182731736 0.724757889072265 0.724405273171992 -0.686217770049243 0.284379580426456
"4" "1/astro-ph.gml" 16706 121251 0.000868953161589233 3.74604068433093 48 0.0220815820526115 0.652976443105128 0.066263617861846 4.79795954291314 0.425889646653799 0.235461963913822 73.8867632620247 0.680996134066091 0.216314448824014 0.717954196356567 0.520882277187376 0.605904780846434 0.581788637179882 0.65693811319579 0.776435677734871 0.760231606342396 0.434039627823066
"5" "1/hep-th.gml" 8361 15751 0.000450685542181775 3.44787401799672 10 0.052310390908415 0.0476078656845255 0.0816887932065542 7.02542782132866 0.329575580387007 0.293930823526494 23.0000000000001 0.746248911560566 0.341959830475502 0.239677254637322 0.665199100144836 0.565195400069145 0.0972914389872564 0.776607100647838 0.706551024232239 0.133272002663477 0.324218757993859
"6" "1/netscience.gml" 1589 2742 0.00217331686833124 3.60673070974604 7 0.0613880000558159 0.401316023720705 0.133417243549402 5.82323968635486 0.693441414885777 0.461622466752583 19.0238139771358 0.427102547688988 0.240397472341021 0.510527721086415 0.416436998198108 0.595046088059909 0.0353598934878006 0.484760233396432 0.711031967901787 0.0475902099317914 0.577085355580501
"7" "9.18/social/facebook_combined.txt" 4039 88234 0.0108199635034393 2.51017541772838 47 0.101088664842016 1.60686938494998e-11 0.309482545184452 3.69250684969639 0.519174277543307 0.0635772291856491 162.373942335638 0.451520012992363 0.274716270350532 0.573200489905 0.608248751402113 0.322881594833268 0.39499770962941 0.788142022529105 0.430019336401759 0.527027388610325 0.54123566860019
"8" "9.18/social/gplus_combined.txt" 45652 10517227 0.0100930201294469 5.76656084712794 13545 0.055346840553762 0.977208833922515 0.00162095855603259 2.86336383697605 0.223711782672397 0.120187813945321 5196.4497508947 0.420949209210951 0.0675660075530236 -0.972640130779612 0.599891860912338 0.646278238742817 -0.646492600447166 0.778807364188232 0.834018108556943 -0.825499742152286 0.269003260994514
"9" "9.18/social/twitter_combined.txt" 81306 2420766 0.000732390929199446 2.5536466734542 312 0.0184345351510759 0.354571984941643 0.0312031092416304 3.88917020622896 0.170572208903421 0.21554283659468 1806.3889725571 0.482447145285113 0.32094601958 -0.590305993332927 0.604470090094234 0.364368187462994 -0.338410474900457 0.785374264525078 0.519208534563631 -0.48040699523803 0.380140107893581
"10" "9.18/social/soc-Epinions1.txt" 75879 508837 0.000176754795413332 1.69981727292967 2 0.0235161151455294 2.05434048888739e-22 0.603289447673269 4.30785971719513 0.065678833419226 -0.0109134369991341 245.998874798111 0.759262728032859 0.42243928086248 0.903355232603733 0.749499302598711 0.50382970345077 0.520316097995121 0.865930088538564 0.643556621277622 0.660972651754473 0.165748838162102
"11" "9.18/social/Slashdot0811.txt" 77360 905468 0.000302604787068786 3.46127381443684 425 0.0226546445352543 0.992656193752121 0.0046535677352637 4.02437091204249 0.0241573461474518 -0.0465278465466231 250.319137469254 0.856052612432775 0.486561981832056 0.811878022502806 0.804475459860752 0.637696406494442 0.641301812245052 0.921750149309135 0.79639850898037 0.799244733003036 0.153429273634869
"12" "9.18/social/Slashdot0902.txt" 82168 948464 0.000280964014840264 3.41856013495754 425 0.0203351944119728 0.997855544643629 0.00453948008957258 4.06913170797483 0.0241089553608857 -0.0475964330149863 252.573628059491 0.854135503985039 0.482615119943232 0.811240400968155 0.780678625888239 0.64511058838438 0.651854773607531 0.907124032680454 0.806022195342896 0.812987364049574 0.156588178650148
"13" "9.18/social/Email-EuAll.txt" 265214 420045 1.19435810562232e-05 2.63139992433005 1 0.0150742256211867 0 1 4.11798315566259 0.00410643107983024 -0.204087768058298 -87.3876556175554 0.816333521180051 0.0193315540046119 -0.254928979762228 0.64020356507808 0.289937230362673 0.105263519600896 0.664377855016741 0.355938937145371 0.130101631606844 -0.608982620789582
"14" "1/Email-Enron.txt" 36692 367662 0.0005461951100707 2.03389155736534 8 0.0236130011767509 2.0102913192262e-08 0.450070860132999 4.02514346662011 0.0853107962707866 -0.110764032596104 236.835429777492 0.815677217570918 0.0663105105292706 0.86625842916234 0.643111858049085 0.380711198494043 0.399670457942124 0.758449801506463 0.505518659708695 0.530238958240595 -0.0108214436988891
